,Model,Number of Features,Selected Features,Accuracy,Precision,Recall,F1-Score
70,Random Forest Classifier,21,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L)",0.76,0.8,0.7666666666666666,0.7333333333333333
71,Random Forest Classifier,22,"Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Std. dev: g/ml_PSMA_Kidney",0.8,0.8666666666666666,0.7666666666666666,0.5533333333333333
72,Random Forest Classifier,23,"Discordance_choline-FDG_1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Std. dev: g/ml_PSMA_LymphNode+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L)",0.8,0.9,0.7666666666666666,0.7333333333333333
73,Random Forest Classifier,24,"Discordance_choline-FDG_1, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland",0.76,0.8,0.5666666666666667,0.7266666666666667
74,Random Forest Classifier,25,"Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L)",0.76,0.7,0.7,0.7666666666666666
75,Random Forest Classifier,26,"SubNumLN_Inv, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Std. dev: g/ml_PSMA_Kidney",0.76,0.8,0.6666666666666666,0.6333333333333333
76,Random Forest Classifier,27,"Discordance_choline-FDG_1, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Std. dev: g/ml_PSMA_Kidney",0.7200000000000001,0.7333333333333333,0.7,0.7266666666666666
77,Random Forest Classifier,28,"SubNumLN_Inv, Fixation_choline_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.8,0.7666666666666666,0.7266666666666667
78,Random Forest Classifier,29,"SubNumLN_Inv, Discordance_PSMA-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8,0.5333333333333333,0.7666666666666666,0.6333333333333333
79,Random Forest Classifier,30,"Discordance_choline-FDG_1, Discordance_1, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.9,0.5666666666666667,0.7
80,Random Forest Classifier,31,"Difference_PSMA-FDG_1, SubNumLN_Inv, Fixation_choline_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L)",0.8,0.9,0.7666666666666666,0.5933333333333334
81,Random Forest Classifier,32,"SubNumLN_Inv, Difference_PSMA-choline_0, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Std. dev: g/ml_PSMA_Kidney",0.8400000000000001,0.8333333333333334,0.7666666666666666,0.5533333333333333
82,Random Forest Classifier,33,"SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,1.0,0.7666666666666666,0.4333333333333333
83,Random Forest Classifier,34,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.9333333333333333,0.7666666666666666,0.7666666666666666
84,Random Forest Classifier,35,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, SubNumLN_Inv, Difference_PSMA-choline_0, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8,0.9333333333333333,0.7666666666666666,0.6866666666666668
85,Random Forest Classifier,36,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, SubNumLN_Inv, Difference_PSMA-choline_0, SupraNumLN_Inv, Discordance_1, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8,0.9,0.7,0.8333333333333333
86,Random Forest Classifier,37,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.8333333333333334,0.7666666666666666,0.5666666666666667
87,Random Forest Classifier,38,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, SubNumLN_Inv, Difference_PSMA-choline_0, Discordance_PSMA-FDG_-1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.5666666666666667,0.7,0.6866666666666668
88,Random Forest Classifier,39,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Difference_PSMA-choline_0, SupraNumLN_Inv, Discordance_1, Gleason, Fixation_choline_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8,0.8666666666666666,0.7,0.6980952380952381
89,Random Forest Classifier,40,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Discordance_PSMA-FDG_-1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.76,0.7333333333333333,0.7666666666666666,0.7933333333333333
90,Random Forest Classifier,41,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, Discordance_PSMA-choline_1, Discordance_1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8800000000000001,0.7333333333333333,0.5,0.7533333333333333
91,Random Forest Classifier,42,"Discordance_choline-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, SupraNumLN_Inv, Discordance_PSMA-choline_1, Discordance_1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8,0.8333333333333334,0.7,0.6666666666666666
92,Random Forest Classifier,43,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Discordance_PSMA-choline_1, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.8,0.8,0.7,0.6866666666666668
